student_id,teacher_id,rating,lesson_completed,timestamp
s0833,t0155,4.2,True,2025-05-10 17:28:31.430560
s0271,t0008,3.7,True,2025-04-06 17:28:31.461815
s0993,t0018,3.6,False,2025-01-06 17:28:31.493066
s0756,t0074,3.2,True,2025-04-24 17:28:31.508704
s0424,t0179,3.5,True,2024-10-27 17:28:31.539935
s0149,t0006,4.3,False,2025-08-13 17:28:31.571182
s0782,t0007,3.5,True,2024-11-07 17:28:31.586803
s0362,t0186,3.5,True,2025-03-21 17:28:31.618082
s0345,t0032,3.7,True,2025-03-09 17:28:31.648636
s0816,t0036,3.9,True,2025-02-10 17:28:31.664254
s0028,t0193,3.1,False,2024-09-20 17:28:31.695504
s0377,t0030,3.3,True,2024-10-04 17:28:31.726753
s0501,t0051,4.5,True,2025-03-03 17:28:31.742377
s0077,t0099,3.9,True,2025-05-03 17:28:31.758003
s0043,t0106,3.2,True,2025-08-20 17:28:31.773627
s0788,t0047,2.8,True,2025-08-09 17:28:31.789254
s0081,t0051,3.9,True,2025-03-10 17:28:31.804881
s0473,t0083,3.6,True,2025-06-09 17:28:31.820503
s0104,t0101,3.8,True,2025-02-15 17:28:31.836130
s0932,t0075,3.7,True,2025-06-29 17:28:31.851755
s0673,t0180,3.8,True,2024-10-28 17:28:31.867380
s0124,t0200,2.9,False,2024-12-07 17:28:31.883010
s0345,t0012,4.4,False,2024-12-13 17:28:31.898630
s0816,t0105,4.1,True,2025-02-26 17:28:31.914258
s0333,t0018,3.1,True,2025-01-31 17:28:31.929875
s0920,t0146,3.1,False,2024-11-26 17:28:31.945501
s0417,t0021,3.4,True,2025-04-27 17:28:31.961134
s0519,t0032,3.8,True,2024-11-23 17:28:31.992382
s0007,t0003,4.3,False,2025-07-28 17:28:32.008001
s0791,t0105,4.0,True,2025-06-07 17:28:32.023626
s0839,t0025,4.1,True,2024-12-22 17:28:32.039265
s0128,t0156,3.5,False,2025-01-17 17:28:32.070511
s0667,t0129,3.6,True,2025-09-05 17:28:32.099503
s0576,t0184,2.9,False,2025-05-19 17:28:32.114224
s0947,t0167,3.8,False,2025-03-08 17:28:32.128224
s0941,t0141,3.8,False,2024-12-04 17:28:32.130816
s0976,t0033,4.0,True,2025-01-21 17:28:32.146440
s0388,t0199,3.2,False,2025-02-08 17:28:32.166043
s0517,t0102,3.3,True,2025-09-01 17:28:32.181675
s0530,t0149,3.7,False,2025-09-08 17:28:32.197296
s0592,t0140,4.5,False,2025-07-10 17:28:32.212923
s0409,t0075,4.0,True,2025-01-16 17:28:32.228548
s0689,t0106,3.5,True,2025-06-26 17:28:32.259802
s0737,t0150,3.4,False,2025-07-26 17:28:32.259802
s0153,t0191,4.3,False,2025-02-21 17:28:32.291047
s0692,t0075,4.0,True,2024-11-01 17:28:32.306672
s0038,t0153,4.0,True,2025-05-12 17:28:32.322300
s0892,t0064,3.0,False,2025-05-23 17:28:32.337925
s0872,t0194,4.4,True,2025-04-30 17:28:32.353551
s0415,t0109,3.7,True,2024-11-01 17:28:32.369175
s0569,t0131,3.5,True,2025-06-29 17:28:32.384796
s0458,t0106,2.9,True,2024-09-21 17:28:32.400442
s0900,t0009,4.1,True,2025-01-08 17:28:32.416056
s0031,t0038,4.4,True,2024-11-12 17:28:32.431681
s0250,t0004,3.2,False,2025-04-23 17:28:32.447304
s0049,t0044,3.4,True,2025-01-26 17:28:32.462921
s0669,t0060,3.7,False,2025-05-08 17:28:32.478545
s0133,t0097,4.3,True,2024-09-23 17:28:32.494172
s0998,t0065,3.6,True,2025-07-19 17:28:32.509797
s0164,t0091,3.7,True,2025-08-01 17:28:32.525422
s0537,t0019,4.6,False,2024-09-24 17:28:32.556672
s0599,t0029,3.8,True,2025-03-13 17:28:32.556672
s0869,t0067,3.1,True,2025-01-25 17:28:32.587921
s0734,t0025,4.1,True,2025-01-06 17:28:32.603545
s0865,t0042,3.3,True,2024-12-13 17:28:32.619172
s0346,t0125,3.5,True,2024-11-29 17:28:32.634795
s0272,t0072,4.0,False,2025-08-09 17:28:32.650433
s0934,t0191,3.6,True,2025-05-24 17:28:32.666054
s0579,t0089,3.4,False,2025-04-12 17:28:32.681676
s0306,t0191,4.5,True,2025-06-25 17:28:32.697299
s0438,t0156,3.5,True,2025-08-22 17:28:32.715845
s0859,t0063,4.6,True,2024-11-28 17:28:32.731482
s0237,t0138,3.3,True,2025-03-30 17:28:32.747100
s0407,t0129,3.8,True,2024-09-24 17:28:32.762729
s0984,t0159,3.5,True,2025-01-05 17:28:32.778349
s0386,t0051,3.9,True,2024-10-06 17:28:32.793975
s0197,t0115,3.9,False,2025-06-19 17:28:32.809602
s0835,t0118,3.9,True,2025-07-21 17:28:32.825226
s0850,t0045,5.0,True,2024-10-15 17:28:32.840849
s0230,t0146,3.1,True,2024-10-29 17:28:32.856475
s0217,t0044,3.2,False,2025-09-08 17:28:32.872098
s0274,t0020,4.4,True,2025-08-21 17:28:32.887724
s0126,t0109,3.2,True,2025-02-03 17:28:32.918972
s0243,t0157,3.7,True,2025-08-18 17:28:32.934598
s0028,t0187,4.1,False,2024-11-04 17:28:32.950262
s0260,t0097,3.7,True,2025-07-20 17:28:32.965859
s0267,t0184,3.7,True,2024-12-07 17:28:32.981478
s0288,t0113,3.9,True,2024-12-02 17:28:32.981478
s0573,t0086,4.7,True,2024-10-11 17:28:32.997101
s0435,t0052,4.5,True,2025-01-05 17:28:33.012727
s0339,t0118,3.5,False,2025-01-27 17:28:33.028349
s0391,t0142,3.6,True,2025-04-23 17:28:33.075231
s0132,t0172,3.7,False,2025-04-19 17:28:33.090853
s0368,t0132,3.4,False,2025-08-21 17:28:33.122117
s0691,t0088,3.0,True,2024-09-29 17:28:33.160315
s0734,t0066,4.4,False,2025-06-02 17:28:33.179209
s0289,t0018,3.6,True,2024-12-13 17:28:33.196201
s0618,t0031,4.1,True,2025-02-10 17:28:33.211828
s0453,t0198,3.8,True,2025-07-04 17:28:33.232581
s0316,t0164,3.4,False,2024-10-14 17:28:33.248209
s0287,t0184,4.0,False,2024-11-05 17:28:33.263833
s0920,t0131,3.7,True,2025-03-15 17:28:33.279457
s0661,t0078,3.6,True,2025-07-17 17:28:33.295082
s0196,t0033,3.4,False,2025-03-26 17:28:33.310708
s0256,t0068,3.7,True,2025-07-07 17:28:33.326332
s0382,t0050,3.3,True,2025-05-05 17:28:33.341960
s0464,t0039,4.4,True,2025-06-08 17:28:33.373207
s0445,t0182,3.6,True,2025-02-18 17:28:33.388830
s0340,t0116,4.6,True,2024-11-24 17:28:33.404457
s0527,t0089,3.5,True,2025-06-04 17:28:33.420079
s0449,t0141,4.1,True,2025-08-23 17:28:33.435709
s0447,t0021,3.6,True,2025-05-26 17:28:33.451332
s0842,t0155,4.3,True,2025-08-16 17:28:33.466961
s0114,t0070,4.1,True,2024-11-20 17:28:33.482586
s0239,t0177,2.9,True,2025-05-27 17:28:33.498210
s0281,t0005,3.1,True,2024-12-29 17:28:33.513834
s0806,t0094,4.5,True,2024-10-05 17:28:33.529457
s0902,t0015,4.6,False,2025-01-31 17:28:33.545080
s0909,t0177,3.1,False,2024-12-09 17:28:33.560711
s0596,t0064,3.6,False,2024-11-14 17:28:33.591956
s0777,t0172,3.9,True,2024-10-24 17:28:33.607585
s0860,t0166,3.0,True,2025-04-13 17:28:33.623207
s0321,t0192,3.0,False,2024-11-05 17:28:33.638837
s0237,t0094,4.4,True,2025-05-12 17:28:33.654459
s0399,t0005,4.1,False,2025-03-21 17:28:33.670085
s0098,t0092,3.5,True,2024-09-30 17:28:33.685707
s0195,t0033,4.0,True,2025-05-09 17:28:33.701330
s0266,t0040,3.9,True,2024-10-03 17:28:33.716967
s0675,t0131,4.2,True,2025-09-08 17:28:33.732593
s0412,t0076,3.0,True,2025-05-09 17:28:33.750638
s0707,t0104,3.3,True,2025-06-08 17:28:33.766273
s0694,t0113,3.8,True,2024-09-14 17:28:33.781895
s0923,t0170,3.4,True,2024-11-05 17:28:33.797514
s0368,t0189,4.5,True,2025-02-13 17:28:33.813140
s0020,t0052,3.9,True,2025-03-05 17:28:33.844387
s0222,t0002,3.9,True,2025-04-06 17:28:33.860016
s0158,t0008,3.8,True,2025-06-14 17:28:33.875642
s0642,t0069,2.7,True,2025-06-15 17:28:33.891268
s0226,t0140,3.7,True,2025-06-10 17:28:33.906888
s0190,t0074,3.2,True,2025-06-08 17:28:33.922514
s0441,t0051,4.3,True,2024-12-07 17:28:33.938138
s0784,t0199,3.7,False,2024-12-06 17:28:33.953763
s0556,t0042,3.2,True,2025-01-07 17:28:33.969388
s0204,t0081,3.9,True,2025-08-06 17:28:33.985012
s0103,t0029,3.8,True,2025-02-05 17:28:34.000639
s0189,t0105,3.8,True,2025-02-28 17:28:34.016275
s0650,t0046,3.4,True,2024-12-29 17:28:34.031900
s0297,t0021,3.4,True,2024-10-05 17:28:34.047514
s0340,t0144,4.7,False,2024-11-30 17:28:34.063143
s0072,t0032,3.8,True,2024-12-11 17:28:34.094408
s0686,t0109,3.9,True,2025-04-12 17:28:34.110023
s0073,t0034,3.6,True,2024-12-13 17:28:34.136353
s0907,t0025,4.0,True,2025-01-16 17:28:34.153082
s0357,t0091,3.6,True,2025-07-07 17:28:34.166143
s0573,t0045,4.2,False,2024-10-17 17:28:34.181773
s0946,t0002,3.7,True,2025-08-31 17:28:34.197395
s0863,t0141,4.1,False,2025-03-13 17:28:34.213016
s0734,t0137,4.2,True,2025-06-29 17:28:34.228641
s0187,t0123,3.6,True,2025-01-06 17:28:34.244266
s0998,t0069,3.2,False,2025-01-20 17:28:34.259893
s0316,t0164,3.5,True,2025-07-14 17:28:34.275521
s0109,t0034,3.8,False,2025-07-08 17:28:34.291146
s0765,t0141,4.0,True,2025-04-29 17:28:34.299275
s0529,t0171,4.2,True,2025-07-13 17:28:34.314904
s0042,t0167,3.2,True,2025-08-06 17:28:34.330529
s0553,t0166,3.6,True,2025-05-24 17:28:34.346159
s0475,t0036,3.7,True,2025-01-05 17:28:34.361776
s0077,t0150,3.6,True,2025-04-10 17:28:34.393026
s0551,t0025,4.4,True,2025-02-11 17:28:34.408651
s0097,t0099,3.4,True,2025-06-20 17:28:34.424277
s0308,t0178,3.9,True,2025-06-29 17:28:34.439901
s0609,t0037,5.0,True,2024-12-14 17:28:34.455526
s0242,t0186,3.3,True,2025-06-17 17:28:34.471152
s0552,t0040,4.0,True,2025-04-26 17:28:34.486781
s0297,t0179,3.0,False,2024-09-24 17:28:34.502403
s0929,t0074,3.0,True,2024-11-05 17:28:34.518032
s0862,t0075,4.6,True,2024-12-06 17:28:34.533654
s0444,t0099,3.9,True,2025-01-22 17:28:34.549280
s0017,t0109,3.6,True,2025-07-09 17:28:34.564907
s0789,t0156,3.5,True,2025-05-21 17:28:34.580528
s0288,t0139,4.1,True,2025-04-01 17:28:34.596157
s0608,t0191,4.5,True,2025-05-25 17:28:34.611779
s0328,t0036,2.9,False,2025-03-20 17:28:34.627404
s0215,t0107,3.2,False,2024-11-04 17:28:34.643030
s0028,t0127,3.4,True,2025-01-19 17:28:34.658657
s0695,t0020,4.1,True,2024-09-20 17:28:34.689906
s0174,t0114,3.6,False,2025-03-08 17:28:34.705531
s0583,t0063,4.5,True,2025-05-16 17:28:34.721153
s0437,t0076,2.8,False,2025-07-30 17:28:34.736782
s0888,t0142,3.5,True,2024-12-25 17:28:34.752402
s0118,t0074,3.5,False,2025-09-10 17:28:34.768028
s0940,t0120,4.6,True,2025-02-06 17:28:34.783662
s0604,t0188,3.7,False,2024-12-20 17:28:34.799313
s0069,t0031,3.0,True,2025-06-05 17:28:34.815532
s0611,t0107,3.0,True,2025-07-29 17:28:34.831163
s0844,t0069,4.0,False,2024-11-22 17:28:34.862409
s0079,t0192,3.6,False,2025-05-13 17:28:34.878033
s0983,t0096,3.4,True,2025-04-23 17:28:34.893664
s0935,t0046,4.1,True,2024-10-04 17:28:34.909285
s0191,t0068,3.7,True,2024-11-29 17:28:34.924908
s0587,t0151,4.2,False,2025-04-22 17:28:34.940534
s0415,t0051,3.8,True,2024-12-31 17:28:34.956158
s0992,t0162,4.7,True,2025-06-13 17:28:34.971786
s0577,t0124,2.9,True,2024-09-24 17:28:34.987407
s0675,t0081,3.4,True,2025-03-17 17:28:35.003033
s0259,t0033,4.4,True,2025-06-11 17:28:35.018662
s0802,t0136,4.3,True,2025-05-16 17:28:35.034283
s0767,t0090,4.0,True,2025-04-08 17:28:35.049918
s0387,t0127,3.4,True,2025-01-24 17:28:35.065537
s0667,t0140,4.2,False,2024-11-04 17:28:35.081162
s0290,t0191,3.9,True,2025-08-24 17:28:35.112420
s0005,t0184,3.6,True,2025-07-21 17:28:35.128043
s0563,t0178,3.7,False,2025-01-15 17:28:35.154815
s0785,t0003,4.1,True,2025-03-14 17:28:35.171528
s0018,t0128,4.3,True,2025-07-04 17:28:35.180112
s0950,t0149,4.4,True,2025-08-30 17:28:35.195734
s0787,t0170,3.5,True,2024-10-01 17:28:35.211360
s0596,t0074,3.8,True,2025-07-22 17:28:35.226985
s0248,t0076,3.4,True,2025-07-16 17:28:35.242611
s0401,t0112,3.0,True,2025-03-10 17:28:35.258236
s0840,t0009,4.5,True,2025-01-06 17:28:35.273862
s0980,t0069,3.0,True,2025-04-23 17:28:35.289488
s0582,t0106,3.5,True,2025-04-09 17:28:35.305116
s0773,t0191,4.4,True,2025-04-25 17:28:35.320739
s0835,t0075,3.9,False,2024-11-30 17:28:35.336362
s0278,t0150,4.4,True,2024-10-24 17:28:35.365501
s0747,t0010,4.3,True,2025-06-10 17:28:35.381131
s0255,t0017,3.6,True,2025-05-01 17:28:35.396756
s1000,t0194,4.1,False,2025-09-04 17:28:35.412381
s0406,t0137,4.2,True,2024-10-18 17:28:35.428000
s0310,t0136,4.4,True,2024-09-23 17:28:35.443626
s0531,t0124,3.8,True,2025-02-11 17:28:35.459259
s0223,t0112,3.9,True,2025-08-10 17:28:35.474885
s0917,t0055,4.9,True,2025-05-04 17:28:35.490508
s0336,t0130,4.2,True,2025-07-22 17:28:35.506136
s1000,t0060,3.5,True,2024-12-01 17:28:35.521759
s0593,t0192,3.3,True,2025-05-23 17:28:35.537380
s0767,t0050,3.5,True,2025-08-18 17:28:35.568629
s0846,t0102,3.6,True,2024-11-23 17:28:35.584255
s0372,t0158,3.3,False,2024-11-29 17:28:35.599883
s0090,t0005,3.8,True,2024-12-30 17:28:35.615514
s0132,t0196,4.0,False,2025-02-14 17:28:35.631133
s0651,t0127,3.9,True,2025-02-28 17:28:35.631133
s0779,t0191,4.0,True,2024-11-26 17:28:35.646755
s0561,t0122,3.6,True,2024-09-13 17:28:35.662379
s0090,t0178,4.0,False,2025-05-22 17:28:35.678003
s0938,t0032,3.7,True,2024-10-08 17:28:35.693632
s0118,t0087,3.7,True,2024-12-22 17:28:35.709254
s0217,t0182,3.3,True,2025-06-30 17:28:35.724880
s0338,t0015,3.8,True,2025-03-05 17:28:35.756127
s0778,t0199,3.8,False,2024-10-30 17:28:35.771752
s0509,t0047,3.3,True,2025-03-20 17:28:35.787380
s0435,t0129,4.0,False,2024-12-25 17:28:35.803006
s0128,t0147,3.4,True,2025-08-31 17:28:35.818633
s0491,t0052,4.5,True,2025-08-28 17:28:35.834254
s0717,t0124,3.6,True,2025-03-09 17:28:35.849879
s0614,t0132,3.6,True,2025-08-29 17:28:35.865506
s0871,t0054,3.1,True,2025-01-27 17:28:35.881973
s0743,t0060,3.9,True,2024-10-23 17:28:35.897604
s0563,t0026,4.9,True,2025-01-28 17:28:35.897604
s0041,t0165,3.7,False,2025-04-16 17:28:35.928849
s0550,t0051,4.6,False,2025-08-28 17:28:35.944475
s0440,t0120,3.8,True,2025-05-15 17:28:35.960099
s0537,t0188,4.3,False,2025-04-30 17:28:35.975725
s0963,t0120,3.7,True,2024-10-02 17:28:35.991349
